PHI,T,P,NH3,H2,CH4,LBV,REF NO
1.6,373,1,0,0,1,13.5,98
0.8,373,5,0,0.4,0.6,25.78,87
1.5,373,1,0,0,1,20.7,98
0.8,298,1,0,0.05,0.95,25.83,87
0.7,373,1,0,0,1,24.1,98
0.8,298,1,0,0.05,0.95,25.9,98
0.8,373,5,0,0.4,0.6,25.92,98
0.8,298,1,0,0.2,0.8,25.93,98
0.8,298,1,0,0.2,0.8,26.01,98
0.8,298,1,0,0.2,0.8,26.01,98
1.4,373,1,0,0,1,29.5,98
0.8,373,1,0,0,1,34.9,98
0.8,298,2,0.5,0.5,0,26.2,59
1.3,373,1,0,0,1,41.8,98
0.8,298,1,0,0.3,0.7,26.48,98
0.8,300,1,0,0.08,0.92,26.49,98
0.8,298,3,0.4,0.6,0,26.5,56
0.8,303,5,0,0.6,0.4,26.51,98
0.9,373,1,0,0,1,44.7,98
1.2,373,1,0,0,1,49.7,98
0.8,298,1,0.6,0.4,0,27.54,117
1,373,1,0,0,1,51.4,98
0.8,298,1,0,0.15,0.85,27.85,98
1.1,373,1,0,0,1,52.9,98
0.8,298,1,0,0.1,0.9,27.93,98
0.8,300,1,0,0.14,0.86,28.08,98
0.8,298,1,0,0.1,0.9,28.16,98
0.8,298,1,0,0.1,0.9,28.2,98
0.8,298,1,0,0.2,0.8,28.2,98
0.8,298,1,0,0.1,0.9,28.51,98
0.8,300,1,0,0.05,0.95,28.57,98
0.8,300,1,0.1,0.18,0.72,28.61,13
0.8,373,2.5,0,0.2,0.8,28.83,98
0.8,373,1,0,0.1,0.9,29.05,98
1,380.64,1,0,0,1,54.4,96
0.8,298,1.5,0.5,0.5,0,29.2,59
0.8,423,1,0.7,0.3,0,29.21,62
1.2,360,1,0,0,1,42.8,83
0.8,300,1,0,0.1,0.9,29.23,125
0.9,360,1,0,0,1,42.8,83
0.8,423,1,0.7,0.3,0,29.5,57
0.8,300,1,0,0.08,0.93,29.54,98
0.8,308,1,0,0.1,0.9,29.66,98
1,400.2,1,0,0,1,59.4,103
0.8,307,1,0,0.1,0.9,29.97,98
0.8,295,1,0,0.2,0.8,30,98
0.8,298,1,0,0.1,0.9,30,98
0.8,298,1,0,0.2,0.8,30,98
0.8,300,1,0,0.2,0.8,30.06,98
1.2,373,1,0,0,1,48.5,112
1,373,1,0,0,1,49.6,112
0.8,303,1,0,0.1,0.9,30.58,98
0.8,298,1,0,0.35,0.65,30.66,98
0.8,298,1,0,0.2,0.8,30.69,98
0.8,298,1,0,0.2,0.8,30.72,98
0.8,300,1,0,0.2,0.8,30.72,125
0.8,298,1,0,0.2,0.8,30.84,98
0.8,318,1,0,0.1,0.9,30.98,98
0.8,300,1,0,0.15,0.85,31,98
0.8,318,1,0,0.1,0.9,31.05,98
0.8,298,1,0,0.4,0.6,31.17,98
0.8,300,1,0,0.25,0.75,31.33,98
0.8,298,1,0,0.3,0.7,31.5,98
0.8,300,1,0,0.2,0.8,31.68,98
0.8,350,1,0,0.1,0.9,31.7,98
0.8,373,1,0.6,0.4,0,31.8,57
1,420.29,1,0,0,1,64.8,103
0.8,308,1,0,0.2,0.8,31.91,98
0.8,373,7.5,0,0.6,0.4,32.11,98
0.8,300,1,0,0.3,0.7,32.12,98
0.8,307,1,0,0.2,0.8,32.17,98
1.2,440,1,0,0,1,68.9,107
0.8,298,1,0.5,0.5,0,32.46,121
0.9,440,1,0,0,1,69.1,107
0.8,298,1,0.5,0.5,0,32.7,59
0.8,298,1,0.5,0.5,0,32.81,118
0.8,328,1,0,0.1,0.9,32.87,98
0.8,328,1,0,0.1,0.9,32.88,98
0.8,298,1,0,0.35,0.65,32.96,98
0.8,300,1,0,0.3,0.7,33,125
0.8,403,1,0,0,1,45.6,112
1,440,1,0,0,1,75.9,109
1.1,440,1,0,0,1,76,109
0.8,298,1,0,0.4,0.6,33.45,98
0.8,298,1,0,0.3,0.7,33.54,98
0.8,318,1,0,0.2,0.8,33.55,98
0.8,298,1,0,0.3,0.7,33.73,98
0.8,318,1,0,0.2,0.8,33.77,98
0.8,298,1,0.5,0.5,0,33.8,57
0.8,298,1,0,0.2,0.8,33.92,15
0.8,298,1,0,0.35,0.65,34.03,98
0.8,298,1,0,0.3,0.7,34.09,98
0.8,298,1,0.5,0.5,0,34.2,52
1,443,1,0,0,1,69.4,107
0.8,308,1,0,0.3,0.7,35.1,98
0.8,298,1,0,0.4,0.6,35.1,98
0.8,298,1,0.5,0.5,0,35.4,117
0.8,328,1,0,0.2,0.8,35.45,74
0.8,300,1,0,0.4,0.6,35.46,125
0.8,328,1,0,0.2,0.8,35.52,74
0.8,307,1,0,0.3,0.7,35.55,74
0.8,343,1,0,0.1,0.9,35.98,74
0.8,343,1,0,0.1,0.9,36.09,74
0.9,373,1,0,0,1,44.3,89
1.4,373,2,0,0,1,20.2,89
0.8,473,1,0.7,0.3,0,36.5,17
0.8,473,1,0.7,0.3,0,36.5,57
0.7,373,2,0,0,1,25.2,89
0.8,298,1,0,0.4,0.6,36.73,74
0.8,318,1,0,0.3,0.7,36.74,74
0.9,373,2,0,0,1,33.9,89
0.8,318,1,0,0.3,0.7,37.15,74
1.2,373,2,0,0,1,36.2,89
0.8,300,1,0,0.3,0.7,37.26,74
0.8,328,1,0,0.2,0.8,37.29,74
1,373,2,0,0,1,38.1,89
0.8,298,1,0,0.5,0.5,37.88,119
0.8,298,1,0,0.5,0.5,38.21,119
0.8,350,1,0,0.3,0.7,38.3,119
0.8,373,2.5,0,0.4,0.6,38.44,119
0.8,323,1,0.5,0.5,0,38.5,57
0.8,343,1,0,0.2,0.8,38.59,119
0.8,343,1,0,0.2,0.8,38.65,119
0.8,358,1,0,0.1,0.9,38.75,102
0.8,298,1,0,0.3,0.7,39,84
0.8,358,1,0,0.1,0.9,39.01,115
0.8,443,5,0,0.4,0.6,39.03,84
0.8,298,1,0,0.5,0.5,39.06,84
0.8,328,1,0,0.3,0.7,39.16,84
1.1,373,2,0,0,1,41.3,89
0.8,328,1,0,0.3,0.7,39.19,115
0.8,373,5,0,0.6,0.4,39.61,112
0.8,300,1,0,0.5,0.5,39.87,125
0.8,373,5,0,0.6,0.4,39.96,112
0.8,298,1,0.4,0.6,0,40,61
0.8,298,1,0,0.4,0.6,40.38,15
0.8,360,1,0,0.2,0.8,40.62,101
0.8,298,1,0,0.5,0.5,40.63,112
0.8,298,1,0.5,0.5,0,40.9,91
0.8,360,1,0,0.1,0.9,41.02,101
0.8,300,1,0,0.5,0.5,41.22,101
0.8,340.22,1,0,0.2,0.8,41.65,81
0.8,300,1,0,0.5,0.5,41.66,81
0.8,358,1,0,0.2,0.8,41.8,81
0.8,358,1,0,0.2,0.8,41.85,81
0.8,372.86,1,0,0.1,0.9,41.95,83
0.8,373,1,0,0.1,0.9,42.07,83
1.7,443,1,0,0,1,13.7,98
0.8,343,1,0,0.3,0.7,42.36,83
0.8,298,1,0,0.5,0.5,42.4,83
0.8,298,1,0.4,0.6,0,42.5,56
0.8,343,1,0,0.3,0.7,42.55,83
1.6,443,1,0,0,1,18.5,98
0.8,373,1,0,0.2,0.8,43.45,112
0.8,373,1,0,0.2,0.8,43.59,112
0.8,303,1,0,0.5,0.5,44.6,112
0.8,360,1,0,0.1,0.9,45.03,101
0.8,372.58,1,0,0.2,0.8,45.14,112
0.8,387.83,1,0,0.1,0.9,45.24,112
0.8,373,1,0,0.2,0.8,45.45,112
1.5,443,1,0,0,1,28.6,98
0.8,358,1,0,0.3,0.7,45.65,112
1.4,443,1,0,0,1,40.2,98
0.8,387,1,0,0.1,0.9,45.72,112
0.8,423,1,0.6,0.4,0,45.8,57
0.8,358,1,0,0.3,0.7,46.06,112
0.8,298,1,0.4,0.6,0,46.14,118
0.8,360,1,0,0.2,0.8,46.56,101
0.8,443,1,0,0,1,47.8,98
0.8,453,1,0.3,0.14,0.56,47.97,14
0.8,401,1,0.1,0.18,0.72,48.16,14
0.8,300,1,0,0.5,0.5,48.28,101
0.8,402.8,1,0,0.1,0.9,48.44,101
0.8,388.03,1,0,0.2,0.8,48.6,112
0.8,298,1,0.4,0.6,0,48.7,57
0.8,403,1,0,0.1,0.9,48.79,112
0.8,473,1,0,0.1,0.9,48.85,112
1.3,443,1,0,0,1,55.1,98
0.8,387,1,0,0.2,0.8,48.95,112
0.9,443,1,0,0,1,59.5,98
0.8,373,1,0.5,0.5,0,49,57
1.2,443,1,0,0,1,64.6,98
0.8,372.53,1,0,0.3,0.7,49.37,112
0.8,373,1,0,0.3,0.7,49.56,112
0.8,298,1,0,0.6,0.4,49.7,112
0.8,440,1,0.2,0.16,0.64,50.36,14
1,443,1,0,0,1,67.7,98
0.8,360,1,0,0.5,0.5,50.65,88
0.8,413,1,0.1,0.18,0.72,51.1,14
0.8,380.16,1,0,0.2,0.8,51.29,88
1.1,443,1,0,0,1,68.7,98
0.8,298,1,0.33,0.67,0,52,61
0.6,472.85,1,0,0,1,35.1,98
0.8,403,1,0,0.2,0.8,52.61,96
0.8,420,1,0.1,0.18,0.72,53.08,14
0.8,387.98,1,0,0.3,0.7,53.08,96
0.8,387,1,0,0.3,0.7,53.21,96
0.8,303,5,0,0.8,0.2,53.32,96
0.8,473,1,0.6,0.4,0,53.4,57
0.8,456,1,0.2,0.16,0.64,54.34,14
0.8,482,1,0.3,0.14,0.56,54.48,14
0.8,426,1,0.1,0.18,0.72,54.54,14
1,440,1,0,0.1,0.9,81.11,93
0.8,323,1,0.4,0.6,0,56.7,57
0.8,437,1,0.1,0.18,0.72,57.42,14
0.8,360,1,0,0.5,0.5,58.06,97
0.8,373,2.5,0,0.6,0.4,58.13,97
1.1,440,1,0,0.1,0.9,81.14,93
0.8,440,1,0,0.1,0.9,58.44,103
0.8,298,1,0,0.67,0.33,58.8,103
0.8,433,1,0,0.2,0.8,59.32,103
0.8,432.93,1,0,0.2,0.8,59.41,103
0.8,482,1,0.2,0.16,0.64,60.92,14
0.8,512,1,0.3,0.14,0.56,60.98,14
0.8,417.66,1,0,0.3,0.7,61.38,103
0.8,417,1,0,0.3,0.7,61.54,103
0.8,423,1,0.5,0.5,0,62.5,57
0.8,419.84,1,0,0.2,0.8,62.75,103
0.8,462,1,0.1,0.18,0.72,64.75,14
0.8,433,1,0,0.3,0.7,65.63,103
0.8,505,1,0.2,0.16,0.64,66.85,14
0.8,473,1,0.1,0.18,0.72,67.95,14
0.8,542,1,0.3,0.14,0.56,68.67,14
0.8,440.49,1,0,0.2,0.8,69.12,107
0.8,373,1,0.4,0.6,0,69.6,57
1,473,1,0,0,1,80,109
0.8,479,1,0.1,0.18,0.72,69.78,14
0.8,373,5,0,0.8,0.2,71.02,109
0.8,373,5,0,0.8,0.2,71.64,109
0.8,526,1,0.2,0.16,0.64,72.64,14
0.8,298,1,0,0.8,0.2,73.49,109
0.8,496,1,0.1,0.18,0.72,74.88,14
0.8,298,1,0,0.8,0.2,75,109
0.8,373,1,0,0.6,0.4,75,109
0.8,373,1,0,0.6,0.4,75.46,109
0.8,564,1,0.3,0.14,0.56,75.68,14
0.8,350,1,0,0.7,0.3,75.94,109
0.8,298,1,0,0.8,0.2,75.98,109
0.8,473,1,0.5,0.5,0,78.4,57
0.8,750,5,0.3,0.14,0.56,79.32,13
0.8,550,1,0.2,0.16,0.64,79.54,13
0.5,473.07,1,0,0,1,12.7,108
0.8,519,1,0.1,0.18,0.72,82.12,14
0.7,474.05,1,0,0,1,32.8,98
0.8,423,1,0.4,0.6,0,84.6,57
0.8,528,1,0.1,0.18,0.72,84.98,14
0.8,298,1,0.2,0.8,0,85,52
0.8,597,1,0.3,0.14,0.56,85.12,14
0.8,569,1,0.2,0.16,0.64,85.29,14
0.8,601,1,0.3,0.14,0.56,85.85,14
0.8,532,1,0.1,0.18,0.72,86.18,14
0.8,373,2.5,0,0.8,0.2,86.72,109
0.8,607,1,0.3,0.14,0.56,87.53,14
0.8,298,1,0.2,0.8,0,88.99,118
1.2,440,1,0,0.1,0.9,73.53,93
0.8,440,1,0,0.5,0.5,89.97,109
0.8,573,1,0,0.1,0.9,90.6,109
0.8,750,5,0.2,0.16,0.64,90.64,13
0.8,548,1,0.1,0.18,0.72,91.33,14
0.8,590,1,0.2,0.16,0.64,92.05,14
0.8,626,1,0.3,0.14,0.56,93.76,14
0.8,557,1,0.1,0.18,0.72,95.96,14
0.8,640,1,0.3,0.14,0.56,98.1,14
0.8,645,1,0.3,0.14,0.56,99.48,14
0.8,615,1,0.2,0.16,0.64,100.31,14
0.8,578,1,0.1,0.18,0.72,102.74,14
0.8,750,5,0.1,0.18,0.72,102.8,13
0.8,550,1,0,0.2,0.8,103.05,125
0.8,663,1,0.3,0.14,0.56,105.81,14
0.8,637,1,0.2,0.16,0.64,107.61,14
0.8,593,1,0.1,0.18,0.72,107.88,14
0.8,373,1,0,0.8,0.2,110.39,113
0.8,373,1,0,0.8,0.2,110.76,113
0.8,473,1,0.4,0.6,0,112,57
0.8,655,1,0.2,0.16,0.64,114.36,14
0.8,665,1,0.2,0.16,0.64,118.22,14
0.8,712,1,0.3,0.14,0.56,122.45,14
0.8,678,1,0.2,0.16,0.64,122.93,14
0.8,550,1,0,0.4,0.6,123.49,125
0.8,300,5,0,1,0,125,80
0.8,696,1,0.2,0.16,0.64,129.49,14
0.8,298,1,0,1,0,130,71
0.8,736,1,0.3,0.14,0.56,131.06,14
0.8,550,1,0,0.5,0.5,133.88,125
0.8,350,1,0,0.9,0.1,136.7,99
0.8,750,1,0.3,0.14,0.56,136.75,13
0.8,300,3,0,1,0,137,80
0.8,754,1,0.3,0.14,0.56,137.16,14
0.8,300,2,0,1,0,151,80
0.8,750,1,0.2,0.16,0.64,151.7,13
0.8,750,1,0.2,0.16,0.64,151.74,13
0.8,298,1,0,1,0,152,61
0.8,303,1,0,1,0,154,104
0.8,298,1,0,1,0,169,66
0.8,298,1,0,1,0,169,78
0.8,298,1,0,1,0,169,91
0.8,298,1,0,1,0,170,79
0.8,300,1,0,1,0,170.09,100
0.8,300,1,0,0.75,0.25,172.97,100
0.8,300,1,0,1,0,173,80
0.8,298,1,0,1,0,181,73
0.8,298,1,0,1,0,184,64
0.8,750,1,0.1,0.18,0.72,184.55,13
0.8,298,5,0,1,0,187,79
0.8,298,1,0,1,0,193,67
0.8,350,1,0,1,0,193.49,100
0.8,350,2,0,1,0,200,80
0.8,400,2,0,1,0,214,80
0.8,373,1,0,1,0,215,104
0.8,450,1,0,0.9,0.1,227.63,100
0.8,298,1,0,1,0,229,69
0.8,450,1,0,0.9,0.1,231.41,100
0.8,450,2,0,1,0,237,80
0.8,443,1,0,1,0,291,104
0.8,300,1,0,1,0,293.37,95
0.8,443,1,0,1,0,314,79
0.8,443,5,0,1,0,354,79
0.7,550,1,0,0,1,66.6,125
1.3,550,1,0,0,1,82.7,125
0.8,550,1,0,0,1,83.6,125
1.2,550,1,0,0,1,93.5,125
0.9,550,1,0,0,1,94.6,125
0.81,550,1,0,0.3,0.7,108.07,125
0.82,298,1,0.62,0.39,0,14.7,53
1,550,1,0,0,1,99.9,125
0.82,373,1,0,0.5,0.5,72.22,109
1.1,550,1,0,0,1,102.6,125
0.8,572.9,1,0,0,1,69.7,107
0.7,573.06,1,0,0,1,53.9,96
0.83,298,1,0.46,0.55,0,40.8,53
0.83,298,1,0.4,0.6,0,57.1,53
0.8,417,1,0,0,1,49.1,112
0.84,298,1,0.5,0.5,0,32.6,53
1.3,373,2,0,0,1,32.7,89
0.7,600,1,0,0,1,68.1,98
1.4,600,1,0,0,1,70.1,98
0.8,600,1,0,0,1,82.1,98
1.3,600,1,0,0,1,89.6,98
1.2,600,1,0,0,1,100.7,98
0.9,600,1,0,0,1,101.1,98
1.1,600,1,0,0,1,108.5,98
1,600,1,0,0,1,110.1,98
0.84,298,1,0,0.2,0.8,34.9,98
0.84,373,1,0,0.5,0.5,75.32,109
0.7,298,2,0,0,1,10.5,98
0.8,298,2,0,0,1,17.3,98
0.85,298,1,0.85,0.15,0,8.21,55
0.85,298,1,0.67,0.33,0,10.7,53
0.85,298,1,0.75,0.25,0,11.7,55
0.85,298,1,0.8,0.2,0,13.92,117
0.85,298,1,0.7,0.3,0,17.57,117
0.85,298,1,0.65,0.35,0,17.6,55
0.85,298,1,0.6,0.4,0,21.3,55
0.9,298,2,0,0,1,24.6,98
1,298,2,0,0,1,28.2,98
0.85,298,1,0,0.05,0.95,28.2,98
0.8,373,5,0,0,1,21.5,89
0.85,298,1,0.6,0.4,0,28.83,117
0.9,373,5,0,0,1,24.1,89
1.2,373,5,0,0,1,25.2,89
0.85,298,1,0,0.05,0.95,29.75,98
0.85,298,1,0,0.05,0.95,29.8,98
1,373,5,0,0,1,27.6,89
0.85,300,1,0,0.08,0.92,30.44,98
0.85,298,1,0,0.15,0.85,31.32,98
0.85,298,1,0,0.1,0.9,32.33,98
0.85,300,1,0,0.14,0.86,32.42,98
0.85,298,1,0,0.1,0.9,32.7,98
0.85,298,1,0,0.2,0.8,32.7,98
1.1,373,5,0,0,1,30.4,89
0.85,300,1,0,0.2,0.8,34.33,98
0.85,298,1,0,0.35,0.65,35.37,74
0.85,300,1,0,0.25,0.75,35.91,74
0.85,298,1,0,0.3,0.7,36.4,74
0.85,300,1,0,0.3,0.7,37.26,74
0.85,298,1,0.5,0.5,0,37.62,117
1.4,443,1,0,0,1,46,89
0.85,298,1,0,0.3,0.7,37.68,119
0.85,298,1,0,0.35,0.65,39.08,84
0.85,298,1,0,0.4,0.6,39.9,112
0.85,298,1,0,0.4,0.6,41.54,81
0.8,443,1,0,0,1,50.4,89
0.85,298,1,0,0.5,0.5,47.9,112
0.85,298,1,0,0.67,0.33,67.1,106
0.85,298,1,0,1,0,221.2,100
0.7,373,2,0,0,1,17,98
0.85,298,1,0.55,0.46,0,24.9,53
0.8,373,2,0,0,1,25.9,98
0.9,373,2,0,0,1,34.7,98
1,373,2,0,0,1,39.8,98
1.3,443,1,0,0,1,58.8,89
0.9,443,1,0,0,1,63,89
1.2,443,1,0,0,1,66.5,89
1,443,1,0,0,1,69.5,89
1.1,443,1,0,0,1,73.1,89
0.87,373,1,0,0.5,0.5,80.37,109
0.7,443,2,0,0,1,26.3,89
0.87,298,1,0.4,0.6,0,62.5,53
0.87,298,1,0,1,0,175,71
1.31,443,2,0,0,1,28.6,89
0.78,443,2,0,0,1,39.3,89
0.88,298,1,0.64,0.2,0.16,16.74,15
0.7,443,2,0,0,1,24.8,98
0.88,298,1,0.48,0.2,0.32,22.74,15
0.79,443,2,0,0,1,35.6,98
0.88,298,1,0.32,0.2,0.48,28.34,15
0.88,298,1,0.48,0.4,0.12,28.72,15
0.87,443,2,0,0,1,46.4,98
0.96,443,2,0,0,1,52,98
0.88,298,1,0.36,0.4,0.24,33.8,15
0.88,298,1,0.16,0.2,0.64,34.12,15
0.88,298,1,0.24,0.4,0.36,38.86,15
0.88,298,1,0.12,0.4,0.48,43.73,15
0.8,373,2.5,0,0,1,25.1,81
0.88,298,1,0.46,0.55,0,46,53
1,298,3,0,0,1,20.3,95
0.88,298,1,0.62,0.39,0,17.9,53
0.8,373,7.5,0,0,1,13.6,83
0.8,387,1,0,0,1,42.6,83
0.89,373,1,0,0.5,0.5,83.75,109
0.89,550,1,0,0.1,0.9,105.02,125
1,298,3,0,0,1,23.7,120
0.7,298,3,0,0,1,8.5,98
0.8,298,3,0,0,1,14.5,98
0.9,298,3,0,0,1,21.2,98
1,298,3,0,0,1,24.3,98
0.9,303,1,0,0.2,0.8,39.89,112
0.9,303,1,0,0.3,0.7,44.78,112
0.9,303,1,0,0.4,0.6,48.89,112
0.9,303,1,0,0.5,0.5,53.28,96
0.9,303,1,0,0.6,0.4,67.56,105
0.9,303,1,0,0.7,0.3,75.46,109
0.9,303,1,0,0.8,0.2,98.46,113
0.9,303,1,0,0.9,0.1,135.83,99
0.9,303,1,0,1,0,179.67,100
0.7,298,4,0,0,1,7.4,98
0.8,298,4,0,0,1,12.7,98
0.9,298,4,0,0,1,19,98
1,298,4,0,0,1,21.7,98
1.22,443,2,0,0,1,44.3,89
1.3,440,1,0,0,1,48,101
0.6,573.17,1,0,0,1,43.1,112
0.7,298,5,0,0,1,6.5,98
0.8,298,5,0,0,1,11.7,98
0.9,298,5,0,0,1,17.4,98
1,298,5,0,0,1,19.9,98
1.2,298,5,0,0,1,11.3,108
0.8,303,5,0,0,1,12,108
0.87,443,2,0,0,1,49.9,89
0.96,443,2,0,0,1,53.8,89
1.05,443,2,0,0,1,57.9,89
1.14,443,2,0,0,1,58.5,89
1.31,443,5,0,0,1,15.7,89
0.7,373,5,0,0,1,10.6,98
0.8,373,5,0,0,1,17.6,98
0.9,373,5,0,0,1,24.9,98
1,373,5,0,0,1,28,98
1.22,443,5,0,0,1,26.8,89
1.14,443,5,0,0,1,36.6,89
0.96,443,5,0,0,1,39.5,89
0.9,298,1,0.95,0.05,0,6.15,57
1.05,443,5,0,0,1,40.8,89
1.22,443,5,0,0,1,29.2,89
0.87,443,5,0,0,1,34.2,89
0.9,298,5,0.8,0.2,0,6.42,121
0.9,298,5,0.7,0.3,0,6.85,60
0.9,323,1,0.95,0.05,0,7.16,57
0.8,443,5,0,0,1,21.7,74
0.9,298,3,0.8,0.2,0,7.43,121
0.5,573.96,1,0,0,1,22.7,74
0.9,343,5,0.7,0.3,0,7.7,60
0.9,343,5,0.7,0.3,0,7.8,60
0.7,443,5,0,0,1,15.5,98
0.79,443,5,0,0,1,24,98
0.87,443,5,0,0,1,33.3,98
0.96,443,5,0,0,1,36.7,98
0.9,373,1,0.95,0.05,0,8.55,57
1,298,6,0,0,1,26,98
0.9,298,1,0.8,0.2,0,8.71,52
0.9,298,3,0.7,0.3,0,8.9,60
1,298,6,0,0,1,26.1,98
0.9,298,1,0.85,0.15,0,9,55
0.9,298,1,0.9,0.1,0,9.02,118
1,298,6,0,0,1,24.3,102
1.3,300,10,0,0,1,8.4,72
0.8,300,10,0,0,1,9.8,72
0.9,300,10,0,0,1,11.5,72
1.2,300,10,0,0,1,11.5,72
1.1,300,10,0,0,1,13.5,72
1,300,10,0,0,1,13.9,72
1,298,1,0.05,0,0.95,33.02,46
0.8,298,1,0.1,0,0.9,6.44,118
0.9,298,1,0.1,0,0.9,7.42,118
0.9,393,5,0.7,0.3,0,10.8,60
1,298,1,0.1,0,0.9,31.03,46
0.9,343,3,0.7,0.3,0,11,60
0.9,393,5,0.7,0.3,0,11,60
0.9,298,1,0.8,0.2,0,11.17,15
0.9,298,1,0.8,0.2,0,11.22,121
1,298,1,0.1,0,0.9,9.14,118
1,298,3,0.1,0,0.9,21.7,120
0.9,298,5,0.6,0.4,0,11.5,56
1.1,298,1,0.1,0,0.9,9.63,118
1.2,298,1,0.1,0,0.9,9.13,118
0.9,473,3,0.9,0.1,0,12.4,17
0.9,300,5,0.3,0.14,0.56,12.78,13
0.9,298,1,0.8,0.2,0,12.82,118
0.9,298,1,0.75,0.25,0,13.1,55
0.9,423,1,0.95,0.05,0,13.3,57
0.9,393,3,0.7,0.3,0,13.6,60
0.9,298,1,0.7,0.3,0,14,60
0.9,443,5,0.7,0.3,0,14,60
0.9,298,1,0.8,0.2,0,14.38,117
0.9,298,3,0.6,0.4,0,14.7,56
0.9,300,5,0.2,0.16,0.64,15.08,13
0.9,298,1,0.7,0.3,0,15.7,57
0.9,343,1,0.7,0.3,0,17,60
0.9,473,1,0.95,0.05,0,17.2,17
0.9,473,1,0.95,0.05,0,17.2,57
0.9,300,5,0.1,0.18,0.72,17.26,13
0.9,298,1,0.7,0.3,0,17.3,62
0.9,298,1,0.7,0.3,0,18.18,117
0.9,443,3,0.7,0.3,0,18.3,60
0.9,298,1,0.7,0.3,0,19.55,118
0.9,298,1,0.65,0.35,0,19.6,55
0.9,473,1,0.9,0.1,0,20.2,17
0.9,323,1,0.7,0.3,0,21.7,57
0.9,393,1,0.7,0.3,0,22,60
0.9,298,1,0.6,0.4,0,23.8,15
0.9,298,1,0.6,0.4,0,23.8,55
0.9,360,1,0.7,0.3,0,24.14,62
1,298,1,0.15,0,0.85,29.44,46
0.8,298,1,0.2,0,0.8,18.8,120
0.9,373,1,0.7,0.3,0,24.8,57
0.9,298,1,0.2,0,0.8,23.9,120
1,298,3,0.2,0,0.8,18.5,120
1,298,1,0.2,0,0.8,27.3,120
0.9,298,1,0.6,0.4,0,25,56
0.9,298,1,0.6,0.4,0,25.1,57
1.1,298,1,0.2,0,0.8,26.6,120
0.9,298,1,0.6,0.4,0,25.2,58
0.9,300,1,0.3,0.14,0.56,26.24,13
0.9,298,1,0.6,0.4,0,27.23,118
1.2,298,1,0.2,0,0.8,23.9,120
0.9,473,1,0.8,0.2,0,28,17
0.9,300,1,0.2,0.16,0.64,28.8,13
0.9,298,1,0.6,0.4,0,29.17,117
1.3,298,1,0.2,0,0.8,16.3,120
0.9,443,1,0.7,0.3,0,30,60
0.9,298,2,0.5,0.5,0,30.1,59
0.9,323,1,0.6,0.4,0,30.7,57
0.7,298,1,0.2,0,0.8,13.68,46
0.9,295,1,0,0.2,0.8,31.4,98
0.74,298,1,0.2,0,0.8,16.92,46
0.9,298,1,0,0.05,0.95,31.6,98
0.8,298,1,0.2,0,0.8,19.91,46
0.84,298,1,0.2,0,0.8,22.56,46
0.9,298,1,0.2,0,0.8,24.87,46
0.94,298,1,0.2,0,0.8,26.67,46
0.9,298,1.5,0.5,0.5,0,32.4,59
0.9,298,1,0,0.1,0.9,32.52,98
1,298,1,0.2,0,0.8,27.69,46
0.9,298,1,0,0.05,0.95,32.66,98
1,298,1,0.2,0,0.8,27.7,46
1.04,298,1,0.2,0,0.8,28.03,46
1.1,298,1,0.2,0,0.8,27.52,46
1.14,298,1,0.2,0,0.8,25.64,46
0.9,298,1,0,0.05,0.95,33.6,98
0.9,423,1,0.7,0.3,0,33.76,62
0.9,300,1,0,0.08,0.92,33.91,98
1.2,298,1,0.2,0,0.8,22.82,46
0.9,298,1,0,0.2,0.8,34.62,98
0.9,300,1,0.1,0.18,0.72,34.72,13
0.9,298,1,0,0.15,0.85,34.8,98
0.9,423,1,0.7,0.3,0,35.1,57
0.9,298,1,0,0.1,0.9,35.21,74
0.9,300,1,0,0.1,0.9,35.29,125
1.24,298,1,0.2,0,0.8,19.23,46
0.9,298,3,0.4,0.6,0,35.6,56
0.9,303,1,0,0.1,0.9,35.61,74
0.9,298,1,0,0.1,0.9,36.4,74
0.9,298,1,0,0.2,0.8,36.4,74
0.9,300,1,0,0.14,0.86,36.45,74
0.9,298,1,0.5,0.5,0,36.61,118
1.3,298,1,0.2,0,0.8,15.21,46
0.9,300,1,0,0.2,0.8,37.15,74
0.9,298,1,0,0.2,0.8,37.89,119
0.9,298,1,0.5,0.5,0,37.96,117
0.9,300,1,0,0.2,0.8,37.99,125
0.9,300,1,0,0.2,0.8,38.27,119
0.9,373,1,0.6,0.4,0,38.8,57
0.9,298,1,0,0.35,0.65,39.07,84
0.9,298,1,0.5,0.5,0,39.1,52
0.9,298,1,0.5,0.5,0,39.4,59
0.9,298,1,0,0.2,0.8,39.89,15
0.9,300,1,0,0.25,0.75,40.1,101
0.9,298,1,0,0.3,0.7,40.5,112
0.9,473,1,0.7,0.3,0,40.6,17
0.9,473,1,0.7,0.3,0,40.7,57
0.9,300,1,0,0.3,0.7,40.79,125
0.9,298,1,0,0.3,0.7,40.99,112
0.9,298,1,0.5,0.5,0,41,57
0.9,298,1,0,0.35,0.65,41.29,81
1.34,298,1,0.2,0,0.8,11.79,46
0.9,300,1,0,0.3,0.7,42.4,83
0.9,298,1,0,0.35,0.65,43.34,112
0.9,300,1,0,0.4,0.6,43.67,125
0.9,298,1,0,0.4,0.6,44.09,112
1.4,298,1,0.2,0,0.8,9.23,46
0.9,323,1,0.5,0.5,0,45.6,57
